"departamento","año","mes","fecha","Analfabetismo","Bajo_logro_educativo","Barreras_acceso_salud","Desempleo_larga_duracion","Inasistencia_escolar","Rezago_escolar","Sin_aseguramiento_salud","Trabajo_informal","IPM_Total","Vida_general","Salud","Seguridad","Trabajo_actividad","Tiempo_libre","Ingreso","Propia_totalmente_pagada","Propia_la_estan_pagando","En_arriendo_o_subarriendo","Con_permiso_sin_pago","Posesion_sin_titulo","Propiedad_colectiva","Deficit_cuantitativo","Deficit_cualitativo","Deficit_habitacional","No_alcanzan_gastos_minimos","Alcanzan_gastos_minimos","Cubren_mas_gastos_minimos","Pobreza_monetaria","No_pobres","Energia","Gas_natural","Acueducto","Alcantarillado","Recoleccion_basura","Telefono_fijo","Ningun_servicio","precipitacion_promedio","temperatura_promedio","ndvi_promedio","IPC_Total","FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","FIES_moderado_grave","FIES_grave","clave"
"Cauca",2024,"febrero","2024-02-01",7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,5.53479816859544,19.1920741669693,0.719716076690452,184.78,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,"Cauca_2024_febrero"
"Cesar",2024,"febrero","2024-02-01",9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77,82.1,5.2,1.8,1.61860577663524,28.136402827744,0.586484742619326,169.43,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,"Cesar_2024_febrero"
"Choco",2024,"febrero","2024-02-01",23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87,13,96.6,0,41.6,16.7,55,0.6,4.4,7.72972374037665,27.1143411745057,0.689066841288794,169.43,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,"Choco_2024_febrero"
"Cundinamarca",2024,"febrero","2024-02-01",5.2,38.7,1.8,12.5,1.9,22,7.8,67.5,7.4,8,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0,3.02727775182889,19.6408625857244,0.648197815928438,176.03,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,"Cundinamarca_2024_febrero"
"Cordoba",2024,"febrero","2024-02-01",18.1,51,3.3,16,2.5,22.5,2,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8,1.5,23,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72,43.3,60.4,1.9,0.3,1.51285138637056,29.8717562056273,0.599119095652197,172.36,70.2,49.9,61.3,41.5,45,19.8,25.7,6.8,47.6,9.4,"Cordoba_2024_febrero"
"Guainia",2024,"febrero","2024-02-01",17.9,65.5,3.8,8.9,5.7,34.4,14,89.6,49,7.6,7.6,7,7,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72,28,80.1,0,21.7,21.9,28.1,0.2,15.6,3.98955662420013,28.0982308133121,0.622406756211299,169.43,57,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,"Guainia_2024_febrero"
"Guaviare",2024,"febrero","2024-02-01",8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24,54.2,48.5,61.1,0.1,4.5,5.40700593733572,27.0975794312991,0.725994275235215,169.43,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7,"Guaviare_2024_febrero"
"Huila",2024,"febrero","2024-02-01",6.5,51.7,0.5,12.9,3.6,24,4.2,82,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70,9.3,0.3,2.9920085559311,20.481119095544,0.612237060537558,185.96,46.1,28.7,29,9.4,14.7,4,4.6,5.4,17.3,1.3,"Huila_2024_febrero"
"Guajira",2024,"febrero","2024-02-01",20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21,6.2,44.1,50.2,66,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,0.804132247229079,27.3702905227433,0.472065221352592,173.78,66.9,48.5,62.1,47.6,53.3,31,35,13.3,52.4,15.7,"Guajira_2024_febrero"
"Magdalena",2024,"febrero","2024-02-01",14,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8,8.1,7.6,7.5,7.9,7,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57,73.6,5.3,0.2,0.995475453065094,29.8735152591788,0.503324928259403,167.89,47.6,38.9,43.8,27.4,32,14.4,13.9,4.8,32.1,5.8,"Magdalena_2024_febrero"
"Meta",2024,"febrero","2024-02-01",6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8,7.2,7.5,8,7,35,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84,79.9,85.9,5.6,1.2,5.01251303742326,27.9543569640896,0.641084485041896,177.67,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,"Meta_2024_febrero"
"Narino",2024,"febrero","2024-02-01",14.7,60.5,6.5,12.2,1.6,22.4,4,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23,28.6,8.9,0.2,19.5,23.5,43,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76,41.8,54.5,3.9,2,7.60888726244702,20.2344458185201,0.673761629552692,174.07,61.1,50,55.3,25,37.8,15.8,17.3,5.1,37.2,7.6,"Narino_2024_febrero"
"Norte De Santander",2024,"febrero","2024-02-01",8.5,48.2,2,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8,7.5,7.2,8.2,6.7,40,4,36.3,13.9,5,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,3.11975348239603,21.3627956942703,0.707906928976092,181.63,38.6,37.3,32,15.3,25,10.3,13.9,14.7,24.8,5.6,"Norte De Santander_2024_febrero"
"Putumayo",2024,"febrero","2024-02-01",7.1,55.9,1.9,7.3,1.8,17,3.7,90.5,11.8,8.1,8.1,8.1,7,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56,51.9,60.6,0.3,5.2,9.45065457470806,25.4056316799151,0.754115162963751,169.43,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2,28,2.4,"Putumayo_2024_febrero"
"Quindio",2024,"febrero","2024-02-01",5,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8,7.6,8,7.5,33.3,3.8,47,12.3,2.1,1.5,5,10.8,15.8,34.4,55.7,10,42.9,57.1,99.8,82.9,98,88.9,95.8,16.3,0,4.66193662906734,18.9327603228118,0.709252675329624,177.78,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20,3.7,"Quindio_2024_febrero"
"Risaralda",2024,"febrero","2024-02-01",6.2,42,6,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8,7.8,8,7.4,30,4.4,47.6,12.1,4,2,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86,90.5,27.4,0.3,4.38018889906413,19.5825556197807,0.732281826892445,175.99,33.9,30.3,33.5,13.4,20,7.4,9.6,2.6,20.5,3.8,"Risaralda_2024_febrero"
"Santander",2024,"febrero","2024-02-01",5.4,39.3,0.5,12.9,2.6,21.7,3.9,74,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25,63.5,11.5,30,70,99.7,78.6,92.8,79.3,82.6,23.3,0.2,3.42359450907655,23.3142036489492,0.688970027059917,183.92,31,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,"Santander_2024_febrero"
"Sucre",2024,"febrero","2024-02-01",17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4,10.4,46.1,56.5,65,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,1.09545294534824,30.3403555630857,0.532028283777843,170.07,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,"Sucre_2024_febrero"
"Tolima",2024,"febrero","2024-02-01",7.4,49.3,6.1,15,2.2,19.6,4.7,78,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,3.0900282162516,23.1300097353414,0.631265065124399,178.93,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,"Tolima_2024_febrero"
"Valle Del Cauca",2024,"febrero","2024-02-01",4.5,33.2,1.2,14.6,1.7,20.6,6.6,67,6.2,8.5,8.3,7.8,7.7,8,7.3,32.4,2.1,49,13,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,3.37745436347255,19.8786029120224,0.658802599512922,184.58,36.6,24.2,30.9,13.2,23,10.5,10.5,2.9,20.7,4.4,"Valle Del Cauca_2024_febrero"
"Vaupes",2024,"febrero","2024-02-01",9.8,58.6,7.6,7.7,4.4,38.5,1.1,88,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0,27.7,24.6,28.4,0,11.2,9.38588710220955,26.6474483406269,0.704055123594891,169.43,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,"Vaupes_2024_febrero"
"Vichada",2024,"febrero","2024-02-01",35.1,82.7,2.6,18.7,27.1,35,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0,48,0.3,23.7,0.3,63.6,3.46295027855161,29.9411152717568,0.527113054954584,169.43,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36,42.5,2.7,"Vichada_2024_febrero"
"Amazonas",2024,"marzo","2024-03-01",7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0,45.3,30.6,52.4,0.5,8.3,11.867111144492,26.9212363421135,0.440674961156255,170.79,35,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,"Amazonas_2024_marzo"
"Antioquia",2024,"marzo","2024-03-01",6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8,7,36.4,3.5,44.9,12.3,1.9,1,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,2.7993978615418,24.6403009353402,0.570633126887379,176.76,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,"Antioquia_2024_marzo"
"Arauca",2024,"marzo","2024-03-01",7.7,52,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27,21.8,48.9,27.1,69,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,0.915935482140348,32.8063430687027,0.550661930636514,170.79,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,"Arauca_2024_marzo"
"Atlantico",2024,"marzo","2024-03-01",8,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0,0.118811675611646,32.307714004767,0.452046628272571,169.8,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40,9.3,"Atlantico_2024_marzo"
"Bogotá",2024,"marzo","2024-03-01",1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8,8,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17,83,99.9,95.1,99.9,99.3,99.8,34.8,0,2.97553282591476,20.5025779815148,0.535474354196158,176.94,20.5,19.1,18.9,11.3,15.1,6.2,8,2.2,13.9,2.8,"Bogotá_2024_marzo"
"Bolivar",2024,"marzo","2024-03-01",9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99,67.8,85.5,52.1,75.1,11.6,0.6,1.19174331935274,30.5032271530158,0.567817555242417,171.23,60,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,"Bolivar_2024_marzo"
"Boyaca",2024,"marzo","2024-03-01",6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8,7.8,8,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65,69.3,2.4,0.1,2.7370359778824,18.921044528549,0.51214698784629,179.83,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,"Boyaca_2024_marzo"
"Caldas",2024,"marzo","2024-03-01",7,42.8,0.8,17.4,1.7,20.3,3.5,61.1,9.2,8.2,7.9,8,7.5,7.6,7.1,38.6,4.2,43.8,9.2,0.7,3.5,2.5,17.2,19.6,28.2,61.6,10.2,29.7,70.3,100,72.3,92.8,81.6,89.3,14.4,0.1,4.20499259661658,20.6774709305692,0.659385266834797,178.35,23,19,22.8,8.7,12.5,5.1,6.4,2.7,12.8,2.4,"Caldas_2024_marzo"
"Caqueta",2024,"marzo","2024-03-01",6.3,54.2,0.2,11,5.5,30.1,1.4,87.4,13.9,8.6,8.4,8.2,7.5,8.1,6.7,26.4,0.8,41.5,23.5,6.4,1.4,28.8,14.5,43.3,44.5,50.6,4.9,70.2,29.8,98.6,57.4,76,68.9,73.5,1.6,1.3,9.70218508663582,26.0608596656286,0.679301969973299,178.89,53.7,22.9,37.7,5.1,20.4,3,4.3,0.5,17.8,0.9,"Caqueta_2024_marzo"
"Casanare",2024,"marzo","2024-03-01",5.4,46.5,1.4,8.8,2.8,23.6,7,79.1,11.3,8.6,8.1,7.6,7.6,7.8,6.7,35.2,2,44.5,12.2,5.1,0.9,6.9,25,31.9,45.8,49.9,4.3,51.7,48.3,98.3,85.7,84.7,70.3,80.7,1.8,1.4,3.2787389756107,31.7467159672641,0.594814706030702,170.79,55.5,47.2,44.4,27,30.5,12.5,15.2,6.3,34.4,6.2,"Casanare_2024_marzo"
"Cauca",2024,"marzo","2024-03-01",7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,5.39362638274542,19.4273537630101,0.668293844041213,185.81,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,"Cauca_2024_marzo"
"Cesar",2024,"marzo","2024-03-01",9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77,82.1,5.2,1.8,1.37109576951474,30.3821300309668,0.57480540854643,170.92,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,"Cesar_2024_marzo"
"Choco",2024,"marzo","2024-03-01",23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87,13,96.6,0,41.6,16.7,55,0.6,4.4,9.35295412403175,27.4000009820213,0.511586275434574,170.79,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,"Choco_2024_marzo"
"Cundinamarca",2024,"marzo","2024-03-01",5.2,38.7,1.8,12.5,1.9,22,7.8,67.5,7.4,8,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0,2.97553282591476,20.5025779815148,0.535474354196158,176.94,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,"Cundinamarca_2024_marzo"
"Cordoba",2024,"marzo","2024-03-01",18.1,51,3.3,16,2.5,22.5,2,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8,1.5,23,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72,43.3,60.4,1.9,0.3,0.809841125003069,31.4476554582863,0.491186427522339,174.09,70.2,49.9,61.3,41.5,45,19.8,25.7,6.8,47.6,9.4,"Cordoba_2024_marzo"
"Guainia",2024,"marzo","2024-03-01",17.9,65.5,3.8,8.9,5.7,34.4,14,89.6,49,7.6,7.6,7,7,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72,28,80.1,0,21.7,21.9,28.1,0.2,15.6,4.53630069874196,28.7692679002505,0.689036754038819,170.79,57,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,"Guainia_2024_marzo"
"Guaviare",2024,"marzo","2024-03-01",8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24,54.2,48.5,61.1,0.1,4.5,6.35136108904018,27.2783378182811,0.705689978893889,170.79,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7,"Guaviare_2024_marzo"
"Huila",2024,"marzo","2024-03-01",6.5,51.7,0.5,12.9,3.6,24,4.2,82,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70,9.3,0.3,4.55195705032326,21.3346691083595,0.545357340824375,187.43,46.1,28.7,29,9.4,14.7,4,4.6,5.4,17.3,1.3,"Huila_2024_marzo"
"Guajira",2024,"marzo","2024-03-01",20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21,6.2,44.1,50.2,66,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,0.132694182816044,29.4374539496522,0.420963728038237,173.76,66.9,48.5,62.1,47.6,53.3,31,35,13.3,52.4,15.7,"Guajira_2024_marzo"
"Magdalena",2024,"marzo","2024-03-01",14,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8,8.1,7.6,7.5,7.9,7,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57,73.6,5.3,0.2,0.907607025452194,32.0121266117419,0.482122408326922,168.45,47.6,38.9,43.8,27.4,32,14.4,13.9,4.8,32.1,5.8,"Magdalena_2024_marzo"
"Meta",2024,"marzo","2024-03-01",6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8,7.2,7.5,8,7,35,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84,79.9,85.9,5.6,1.2,6.03076097046276,28.5850489386148,0.666845553836006,178.62,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,"Meta_2024_marzo"
"Narino",2024,"marzo","2024-03-01",14.7,60.5,6.5,12.2,1.6,22.4,4,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23,28.6,8.9,0.2,19.5,23.5,43,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76,41.8,54.5,3.9,2,5.41471455508557,20.4520961808836,0.640986449324554,173.37,61.1,50,55.3,25,37.8,15.8,17.3,5.1,37.2,7.6,"Narino_2024_marzo"
"Norte De Santander",2024,"marzo","2024-03-01",8.5,48.2,2,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8,7.5,7.2,8.2,6.7,40,4,36.3,13.9,5,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,2.4082534499596,23.2655840531744,0.598900087731915,183.73,38.6,37.3,32,15.3,25,10.3,13.9,14.7,24.8,5.6,"Norte De Santander_2024_marzo"
"Putumayo",2024,"marzo","2024-03-01",7.1,55.9,1.9,7.3,1.8,17,3.7,90.5,11.8,8.1,8.1,8.1,7,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56,51.9,60.6,0.3,5.2,10.7903302533563,25.0076735543155,0.654404813861691,170.79,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2,28,2.4,"Putumayo_2024_marzo"
"Quindio",2024,"marzo","2024-03-01",5,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8,7.6,8,7.5,33.3,3.8,47,12.3,2.1,1.5,5,10.8,15.8,34.4,55.7,10,42.9,57.1,99.8,82.9,98,88.9,95.8,16.3,0,2.92640452057901,18.8857831618426,0.628227740797204,178.53,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20,3.7,"Quindio_2024_marzo"
"Risaralda",2024,"marzo","2024-03-01",6.2,42,6,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8,7.8,8,7.4,30,4.4,47.6,12.1,4,2,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86,90.5,27.4,0.3,2.9120794336953,19.5732680264336,0.644015298068035,176.94,33.9,30.3,33.5,13.4,20,7.4,9.6,2.6,20.5,3.8,"Risaralda_2024_marzo"
"Santander",2024,"marzo","2024-03-01",5.4,39.3,0.5,12.9,2.6,21.7,3.9,74,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25,63.5,11.5,30,70,99.7,78.6,92.8,79.3,82.6,23.3,0.2,3.58690621169103,24.4255143185346,0.628325546783872,186.23,31,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,"Santander_2024_marzo"
"Sucre",2024,"marzo","2024-03-01",17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4,10.4,46.1,56.5,65,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,0.365487815909966,32.0643343710689,0.457177184251394,169.76,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,"Sucre_2024_marzo"
"Tolima",2024,"marzo","2024-03-01",7.4,49.3,6.1,15,2.2,19.6,4.7,78,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,3.54739773821681,24.5128210941733,0.56049003465031,180.3,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,"Tolima_2024_marzo"
"Valle Del Cauca",2024,"marzo","2024-03-01",4.5,33.2,1.2,14.6,1.7,20.6,6.6,67,6.2,8.5,8.3,7.8,7.7,8,7.3,32.4,2.1,49,13,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,2.78817719547929,19.9896937111315,0.586212614283738,186.9,36.6,24.2,30.9,13.2,23,10.5,10.5,2.9,20.7,4.4,"Valle Del Cauca_2024_marzo"
"Vaupes",2024,"marzo","2024-03-01",9.8,58.6,7.6,7.7,4.4,38.5,1.1,88,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0,27.7,24.6,28.4,0,11.2,7.06460589980196,26.7628349072364,0.690621431099063,170.79,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,"Vaupes_2024_marzo"
"Vichada",2024,"marzo","2024-03-01",35.1,82.7,2.6,18.7,27.1,35,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0,48,0.3,23.7,0.3,63.6,2.08729747191418,32.3805166510524,0.523063053948449,170.79,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36,42.5,2.7,"Vichada_2024_marzo"
"Amazonas",2024,"abril","2024-04-01",7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0,45.3,30.6,52.4,0.5,8.3,9.35064931829303,26.8716573606425,0.467416446020424,171.91,35,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,"Amazonas_2024_abril"
"Antioquia",2024,"abril","2024-04-01",6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8,7,36.4,3.5,44.9,12.3,1.9,1,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,8.46340108399978,23.5425108898989,0.631945040262086,178.56,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,"Antioquia_2024_abril"
