Departamento,Año,Mes,leve_moderado,grave,moderada,inseguridad_alimentaria
Magdalena,2024,12,32.1,5.8,26.3,moderado
Meta,2024,1,18.2,2.4,15.799999999999999,moderado
Meta,2024,2,18.2,2.4,15.799999999999999,moderado
Meta,2024,3,18.2,2.4,15.799999999999999,moderado
Meta,2024,4,18.2,2.4,15.799999999999999,moderado
Meta,2024,5,18.2,2.4,15.799999999999999,moderado
Meta,2024,6,18.2,2.4,15.799999999999999,moderado
Meta,2024,7,18.2,2.4,15.799999999999999,moderado
Meta,2024,8,18.2,2.4,15.799999999999999,moderado
Meta,2024,9,18.2,2.4,15.799999999999999,moderado
Meta,2024,10,18.2,2.4,15.799999999999999,moderado
Meta,2024,11,18.2,2.4,15.799999999999999,moderado
Meta,2024,12,18.2,2.4,15.799999999999999,moderado
Nariño,2024,1,37.2,7.6,29.6,severo
Nariño,2024,2,37.2,7.6,29.6,severo
Nariño,2024,3,37.2,7.6,29.6,severo
Nariño,2024,4,37.2,7.6,29.6,severo
Nariño,2024,5,37.2,7.6,29.6,severo
Nariño,2024,6,37.2,7.6,29.6,severo
Nariño,2024,7,37.2,7.6,29.6,severo
Nariño,2024,8,37.2,7.6,29.6,severo
Nariño,2024,9,37.2,7.6,29.6,severo
Nariño,2024,10,37.2,7.6,29.6,severo
Nariño,2024,11,37.2,7.6,29.6,severo
Nariño,2024,12,37.2,7.6,29.6,severo
Norte de Santander,2024,1,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,2,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,3,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,4,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,5,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,6,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,7,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,8,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,9,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,10,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,11,24.8,5.6,19.200000000000003,moderado
Norte de Santander,2024,12,24.8,5.6,19.200000000000003,moderado
Putumayo,2024,1,28.0,2.4,25.6,moderado
Putumayo,2024,2,28.0,2.4,25.6,moderado
Putumayo,2024,3,28.0,2.4,25.6,moderado
Putumayo,2024,4,28.0,2.4,25.6,moderado
Putumayo,2024,5,28.0,2.4,25.6,moderado
Putumayo,2024,6,28.0,2.4,25.6,moderado
Putumayo,2024,7,28.0,2.4,25.6,moderado
Putumayo,2024,8,28.0,2.4,25.6,moderado
Putumayo,2024,9,28.0,2.4,25.6,moderado
Putumayo,2024,10,28.0,2.4,25.6,moderado
Putumayo,2024,11,28.0,2.4,25.6,moderado
Putumayo,2024,12,28.0,2.4,25.6,moderado
Quindío,2024,1,20.0,3.7,16.3,moderado
Quindío,2024,2,20.0,3.7,16.3,moderado
Quindío,2024,3,20.0,3.7,16.3,moderado
Quindío,2024,4,20.0,3.7,16.3,moderado
Quindío,2024,5,20.0,3.7,16.3,moderado
Quindío,2024,6,20.0,3.7,16.3,moderado
Quindío,2024,7,20.0,3.7,16.3,moderado
Quindío,2024,8,20.0,3.7,16.3,moderado
Quindío,2024,9,20.0,3.7,16.3,moderado
Quindío,2024,10,20.0,3.7,16.3,moderado
Quindío,2024,11,20.0,3.7,16.3,moderado
Quindío,2024,12,20.0,3.7,16.3,moderado
Risaralda,2024,1,20.5,3.8,16.7,moderado
Risaralda,2024,2,20.5,3.8,16.7,moderado
Risaralda,2024,3,20.5,3.8,16.7,moderado
Risaralda,2024,4,20.5,3.8,16.7,moderado
Risaralda,2024,5,20.5,3.8,16.7,moderado
Risaralda,2024,6,20.5,3.8,16.7,moderado
Risaralda,2024,7,20.5,3.8,16.7,moderado
Risaralda,2024,8,20.5,3.8,16.7,moderado
Risaralda,2024,9,20.5,3.8,16.7,moderado
Risaralda,2024,10,20.5,3.8,16.7,moderado
Risaralda,2024,11,20.5,3.8,16.7,moderado
Risaralda,2024,12,20.5,3.8,16.7,moderado
Santander,2024,1,16.2,2.2,14.0,moderado
Santander,2024,2,16.2,2.2,14.0,moderado
Santander,2024,3,16.2,2.2,14.0,moderado
Santander,2024,4,16.2,2.2,14.0,moderado
Santander,2024,5,16.2,2.2,14.0,moderado
Santander,2024,6,16.2,2.2,14.0,moderado
Santander,2024,7,16.2,2.2,14.0,moderado
Santander,2024,8,16.2,2.2,14.0,moderado
Santander,2024,9,16.2,2.2,14.0,moderado
Santander,2024,10,16.2,2.2,14.0,moderado
Santander,2024,11,16.2,2.2,14.0,moderado
Santander,2024,12,16.2,2.2,14.0,moderado
Sucre,2024,1,49.5,11.9,37.6,severo
Sucre,2024,2,49.5,11.9,37.6,severo
Sucre,2024,3,49.5,11.9,37.6,severo
Sucre,2024,4,49.5,11.9,37.6,severo
Sucre,2024,5,49.5,11.9,37.6,severo
Sucre,2024,6,49.5,11.9,37.6,severo
Sucre,2024,7,49.5,11.9,37.6,severo
Sucre,2024,8,49.5,11.9,37.6,severo
Sucre,2024,9,49.5,11.9,37.6,severo
Sucre,2024,10,49.5,11.9,37.6,severo
Sucre,2024,11,49.5,11.9,37.6,severo
Sucre,2024,12,49.5,11.9,37.6,severo
Tolima,2024,1,25.6,3.1,22.5,moderado
Tolima,2024,2,25.6,3.1,22.5,moderado
Tolima,2024,3,25.6,3.1,22.5,moderado
Tolima,2024,4,25.6,3.1,22.5,moderado
Tolima,2024,5,25.6,3.1,22.5,moderado
Tolima,2024,6,25.6,3.1,22.5,moderado
Tolima,2024,7,25.6,3.1,22.5,moderado
Tolima,2024,8,25.6,3.1,22.5,moderado
Tolima,2024,9,25.6,3.1,22.5,moderado
Tolima,2024,10,25.6,3.1,22.5,moderado
Tolima,2024,11,25.6,3.1,22.5,moderado
Tolima,2024,12,25.6,3.1,22.5,moderado
Valle,2024,1,20.7,4.4,16.299999999999997,moderado
Valle,2024,2,20.7,4.4,16.299999999999997,moderado
Valle,2024,3,20.7,4.4,16.299999999999997,moderado
Valle,2024,4,20.7,4.4,16.299999999999997,moderado
Valle,2024,5,20.7,4.4,16.299999999999997,moderado
Valle,2024,6,20.7,4.4,16.299999999999997,moderado
Valle,2024,7,20.7,4.4,16.299999999999997,moderado
Valle,2024,8,20.7,4.4,16.299999999999997,moderado
Valle,2024,9,20.7,4.4,16.299999999999997,moderado
Valle,2024,10,20.7,4.4,16.299999999999997,moderado
Valle,2024,11,20.7,4.4,16.299999999999997,moderado
Valle,2024,12,20.7,4.4,16.299999999999997,moderado
Vaupés,2024,1,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,2,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,3,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,4,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,5,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,6,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,7,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,8,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,9,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,10,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,11,46.1,6.8,39.300000000000004,moderado
Vaupés,2024,12,46.1,6.8,39.300000000000004,moderado
Vichada,2024,1,42.5,2.7,39.8,moderado
Vichada,2024,2,42.5,2.7,39.8,moderado
Vichada,2024,3,42.5,2.7,39.8,moderado
Vichada,2024,4,42.5,2.7,39.8,moderado
Vichada,2024,5,42.5,2.7,39.8,moderado
Vichada,2024,6,42.5,2.7,39.8,moderado
Vichada,2024,7,42.5,2.7,39.8,moderado
Vichada,2024,8,42.5,2.7,39.8,moderado
Vichada,2024,9,42.5,2.7,39.8,moderado
Vichada,2024,10,42.5,2.7,39.8,moderado
Vichada,2024,11,42.5,2.7,39.8,moderado
Vichada,2024,12,42.5,2.7,39.8,moderado
