departamento,año,mes,fecha,Vida_general,Salud,Seguridad,Trabajo_actividad,Tiempo_libre,Ingreso
Tolima,2023,9,2023-09-01,8.3,7.9,7.7,7.4,7.7,6.4
Valle,2023,9,2023-09-01,7.9,7.7,6.9,7.2,7.4,6.6
Vaupes,2023,9,2023-09-01,8.3,8.0,7.9,7.3,7.5,6.4
Vichada,2023,9,2023-09-01,7.2,7.4,7.1,6.3,6.9,6.2
Amazonas,2023,10,2023-10-01,8.5,8.2,8.0,7.8,8.0,7.9
Antioquia,2023,10,2023-10-01,8.5,8.4,8.4,7.9,8.1,7.5
Arauca,2023,10,2023-10-01,7.8,7.8,7.7,6.8,7.5,6.6
Atlantico,2023,10,2023-10-01,8.5,8.3,6.9,7.0,7.9,6.7
Bogota_DC,2023,10,2023-10-01,7.9,7.8,6.4,7.2,7.4,6.9
Bolivar,2023,10,2023-10-01,8.1,7.9,7.4,7.1,7.6,6.8
Boyaca,2023,10,2023-10-01,8.0,7.8,7.8,7.3,7.5,6.7
Caldas,2023,10,2023-10-01,8.6,8.3,8.5,8.0,8.2,7.4
Caqueta,2023,10,2023-10-01,8.0,7.9,7.5,7.3,7.3,6.0
Casanare,2023,10,2023-10-01,8.1,7.9,7.2,7.2,7.2,6.5
Cauca,2023,10,2023-10-01,7.4,7.2,6.9,6.6,7.1,5.9
Cesar,2023,10,2023-10-01,8.4,8.3,7.3,7.0,7.9,6.8
Choco,2023,10,2023-10-01,7.2,7.2,6.9,6.4,6.7,6.4
Cordoba,2023,10,2023-10-01,8.0,8.2,8.2,7.0,7.7,5.9
Cundinamarca,2023,10,2023-10-01,7.9,7.8,7.2,7.2,7.4,6.8
Guainia,2023,10,2023-10-01,7.9,7.9,7.3,7.1,7.6,6.6
Guaviare,2023,10,2023-10-01,8.1,7.8,7.7,7.3,7.3,6.3
Huila,2023,10,2023-10-01,8.1,7.8,6.5,7.0,7.6,6.2
La_Guajira,2023,10,2023-10-01,7.7,7.9,7.2,6.8,7.5,6.3
Magdalena,2023,10,2023-10-01,8.4,8.3,7.8,7.6,8.0,6.6
Meta,2023,10,2023-10-01,8.1,7.8,7.2,7.5,7.6,6.7
Narino,2023,10,2023-10-01,7.3,6.9,6.4,6.1,6.8,5.5
Norte_de_Santander,2023,10,2023-10-01,8.1,7.7,6.9,6.8,7.5,6.2
Putumayo,2023,10,2023-10-01,8.0,8.0,7.0,6.9,7.0,6.6
Quindio,2023,10,2023-10-01,8.2,8.0,7.8,7.5,7.8,7.0
Risaralda,2023,10,2023-10-01,8.6,8.4,8.5,8.0,8.2,7.7
Santander,2023,10,2023-10-01,8.5,8.2,7.5,7.8,8.0,7.0
Sucre,2023,10,2023-10-01,7.9,7.9,7.6,6.8,7.4,6.1
Tolima,2023,10,2023-10-01,8.3,7.9,7.7,7.4,7.7,6.4
Valle,2023,10,2023-10-01,7.9,7.7,6.9,7.2,7.4,6.6
Vaupes,2023,10,2023-10-01,8.3,8.0,7.9,7.3,7.5,6.4
Vichada,2023,10,2023-10-01,7.2,7.4,7.1,6.3,6.9,6.2
Amazonas,2023,11,2023-11-01,8.5,8.2,8.0,7.8,8.0,7.9
Antioquia,2023,11,2023-11-01,8.5,8.4,8.4,7.9,8.1,7.5
Arauca,2023,11,2023-11-01,7.8,7.8,7.7,6.8,7.5,6.6
Atlantico,2023,11,2023-11-01,8.5,8.3,6.9,7.0,7.9,6.7
Bogota_DC,2023,11,2023-11-01,7.9,7.8,6.4,7.2,7.4,6.9
Bolivar,2023,11,2023-11-01,8.1,7.9,7.4,7.1,7.6,6.8
Boyaca,2023,11,2023-11-01,8.0,7.8,7.8,7.3,7.5,6.7
Caldas,2023,11,2023-11-01,8.6,8.3,8.5,8.0,8.2,7.4
Caqueta,2023,11,2023-11-01,8.0,7.9,7.5,7.3,7.3,6.0
Casanare,2023,11,2023-11-01,8.1,7.9,7.2,7.2,7.2,6.5
Cauca,2023,11,2023-11-01,7.4,7.2,6.9,6.6,7.1,5.9
Cesar,2023,11,2023-11-01,8.4,8.3,7.3,7.0,7.9,6.8
Choco,2023,11,2023-11-01,7.2,7.2,6.9,6.4,6.7,6.4
Cordoba,2023,11,2023-11-01,8.0,8.2,8.2,7.0,7.7,5.9
Cundinamarca,2023,11,2023-11-01,7.9,7.8,7.2,7.2,7.4,6.8
Guainia,2023,11,2023-11-01,7.9,7.9,7.3,7.1,7.6,6.6
Guaviare,2023,11,2023-11-01,8.1,7.8,7.7,7.3,7.3,6.3
Huila,2023,11,2023-11-01,8.1,7.8,6.5,7.0,7.6,6.2
La_Guajira,2023,11,2023-11-01,7.7,7.9,7.2,6.8,7.5,6.3
Magdalena,2023,11,2023-11-01,8.4,8.3,7.8,7.6,8.0,6.6
Meta,2023,11,2023-11-01,8.1,7.8,7.2,7.5,7.6,6.7
Narino,2023,11,2023-11-01,7.3,6.9,6.4,6.1,6.8,5.5
Norte_de_Santander,2023,11,2023-11-01,8.1,7.7,6.9,6.8,7.5,6.2
Putumayo,2023,11,2023-11-01,8.0,8.0,7.0,6.9,7.0,6.6
Quindio,2023,11,2023-11-01,8.2,8.0,7.8,7.5,7.8,7.0
Risaralda,2023,11,2023-11-01,8.6,8.4,8.5,8.0,8.2,7.7
Santander,2023,11,2023-11-01,8.5,8.2,7.5,7.8,8.0,7.0
Sucre,2023,11,2023-11-01,7.9,7.9,7.6,6.8,7.4,6.1
Tolima,2023,11,2023-11-01,8.3,7.9,7.7,7.4,7.7,6.4
Valle,2023,11,2023-11-01,7.9,7.7,6.9,7.2,7.4,6.6
Vaupes,2023,11,2023-11-01,8.3,8.0,7.9,7.3,7.5,6.4
Vichada,2023,11,2023-11-01,7.2,7.4,7.1,6.3,6.9,6.2
Amazonas,2023,12,2023-12-01,8.5,8.2,8.0,7.8,8.0,7.9
Antioquia,2023,12,2023-12-01,8.5,8.4,8.4,7.9,8.1,7.5
Arauca,2023,12,2023-12-01,7.8,7.8,7.7,6.8,7.5,6.6
Atlantico,2023,12,2023-12-01,8.5,8.3,6.9,7.0,7.9,6.7
Bogota_DC,2023,12,2023-12-01,7.9,7.8,6.4,7.2,7.4,6.9
Bolivar,2023,12,2023-12-01,8.1,7.9,7.4,7.1,7.6,6.8
Boyaca,2023,12,2023-12-01,8.0,7.8,7.8,7.3,7.5,6.7
Caldas,2023,12,2023-12-01,8.6,8.3,8.5,8.0,8.2,7.4
Caqueta,2023,12,2023-12-01,8.0,7.9,7.5,7.3,7.3,6.0
Casanare,2023,12,2023-12-01,8.1,7.9,7.2,7.2,7.2,6.5
Cauca,2023,12,2023-12-01,7.4,7.2,6.9,6.6,7.1,5.9
Cesar,2023,12,2023-12-01,8.4,8.3,7.3,7.0,7.9,6.8
Choco,2023,12,2023-12-01,7.2,7.2,6.9,6.4,6.7,6.4
Cordoba,2023,12,2023-12-01,8.0,8.2,8.2,7.0,7.7,5.9
Cundinamarca,2023,12,2023-12-01,7.9,7.8,7.2,7.2,7.4,6.8
Guainia,2023,12,2023-12-01,7.9,7.9,7.3,7.1,7.6,6.6
Guaviare,2023,12,2023-12-01,8.1,7.8,7.7,7.3,7.3,6.3
Huila,2023,12,2023-12-01,8.1,7.8,6.5,7.0,7.6,6.2
La_Guajira,2023,12,2023-12-01,7.7,7.9,7.2,6.8,7.5,6.3
Magdalena,2023,12,2023-12-01,8.4,8.3,7.8,7.6,8.0,6.6
Meta,2023,12,2023-12-01,8.1,7.8,7.2,7.5,7.6,6.7
Narino,2023,12,2023-12-01,7.3,6.9,6.4,6.1,6.8,5.5
Norte_de_Santander,2023,12,2023-12-01,8.1,7.7,6.9,6.8,7.5,6.2
Putumayo,2023,12,2023-12-01,8.0,8.0,7.0,6.9,7.0,6.6
Quindio,2023,12,2023-12-01,8.2,8.0,7.8,7.5,7.8,7.0
Risaralda,2023,12,2023-12-01,8.6,8.4,8.5,8.0,8.2,7.7
Santander,2023,12,2023-12-01,8.5,8.2,7.5,7.8,8.0,7.0
Sucre,2023,12,2023-12-01,7.9,7.9,7.6,6.8,7.4,6.1
Tolima,2023,12,2023-12-01,8.3,7.9,7.7,7.4,7.7,6.4
Valle,2023,12,2023-12-01,7.9,7.7,6.9,7.2,7.4,6.6
Vaupes,2023,12,2023-12-01,8.3,8.0,7.9,7.3,7.5,6.4
Vichada,2023,12,2023-12-01,7.2,7.4,7.1,6.3,6.9,6.2
Amazonas,2024,1,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,2,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,3,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,4,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,5,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,6,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,7,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,8,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,9,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,10,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,11,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Amazonas,2024,12,2024-01-01,8.3,8.4,8.1,7.7,8.0,7.2
Antioquia,2024,1,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,2,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,3,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,4,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,5,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,6,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,7,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,8,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,9,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,10,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,11,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Antioquia,2024,12,2024-01-01,8.6,8.3,8.4,7.8,8.0,7.0
Arauca,2024,1,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,2,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,3,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,4,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,5,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,6,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,7,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,8,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,9,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,10,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,11,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Arauca,2024,12,2024-01-01,7.9,7.9,7.5,7.2,7.7,7.1
Atlantico,2024,1,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,2,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,3,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,4,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,5,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,6,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,7,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,8,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,9,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,10,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,11,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Atlantico,2024,12,2024-01-01,8.1,7.9,6.5,7.2,7.7,6.5
Bogota_DC,2024,1,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,2,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,3,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,4,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,5,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,6,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,7,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,8,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,9,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,10,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,11,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bogota_DC,2024,12,2024-01-01,8.0,8.0,7.3,7.4,7.7,7.3
Bolivar,2024,1,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,2,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,3,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,4,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,5,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,6,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,7,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,8,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,9,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,10,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,11,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Bolivar,2024,12,2024-01-01,8.1,8.4,7.2,7.2,7.9,6.8
Boyaca,2024,1,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,2,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,3,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,4,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,5,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,6,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,7,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,8,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,9,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,10,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,11,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Boyaca,2024,12,2024-01-01,8.0,7.8,8.0,7.7,7.6,7.2
Caldas,2024,1,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,2,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,3,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,4,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,5,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,6,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,7,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,8,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,9,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,10,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,11,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caldas,2024,12,2024-01-01,8.2,7.9,8.0,7.5,7.6,7.1
Caqueta,2024,1,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,2,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,3,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,4,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,5,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,6,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,7,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,8,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,9,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,10,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,11,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Caqueta,2024,12,2024-01-01,8.6,8.4,8.2,7.5,8.1,6.7
Casanare,2024,1,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,2,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,3,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,4,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,5,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,6,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,7,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,8,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,9,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,10,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,11,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Casanare,2024,12,2024-01-01,8.6,8.1,7.6,7.6,7.8,6.7
Cauca,2024,1,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,2,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,3,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,4,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,5,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,6,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,7,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,8,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,9,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,10,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,11,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cauca,2024,12,2024-01-01,7.8,7.8,7.1,6.7,7.1,5.9
Cesar,2024,1,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,2,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,3,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,4,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,5,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,6,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,7,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,8,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,9,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,10,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,11,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Cesar,2024,12,2024-01-01,8.3,8.2,7.1,7.0,7.8,6.7
Choco,2024,1,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,2,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,3,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,4,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,5,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,6,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,7,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,8,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,9,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,10,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,11,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Choco,2024,12,2024-01-01,7.1,7.1,6.5,6.3,6.9,6.1
Cordoba,2024,1,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,2,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,3,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,4,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,5,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,6,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,7,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,8,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,9,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,10,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,11,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cordoba,2024,12,2024-01-01,7.9,7.9,8.2,6.8,7.6,6.1
Cundinamarca,2024,1,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,2,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,3,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,4,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,5,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,6,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,7,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,8,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,9,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,10,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,11,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Cundinamarca,2024,12,2024-01-01,8.0,7.7,7.5,7.1,7.6,6.8
Guainia,2024,1,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,2,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,3,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,4,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,5,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,6,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,7,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,8,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,9,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,10,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,11,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guainia,2024,12,2024-01-01,7.6,7.6,7.0,7.0,7.1,6.6
Guaviare,2024,1,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,2,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,3,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,4,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,5,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,6,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,7,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,8,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,9,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,10,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,11,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Guaviare,2024,12,2024-01-01,8.3,7.9,7.9,7.3,7.4,6.1
Huila,2024,1,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,2,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,3,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,4,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,5,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,6,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,7,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,8,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,9,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,10,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,11,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
Huila,2024,12,2024-01-01,8.4,8.1,7.3,7.3,7.6,6.9
La_Guajira,2024,1,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,2,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,3,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,4,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,5,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,6,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,7,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,8,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,9,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,10,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,11,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
La_Guajira,2024,12,2024-01-01,7.9,7.9,7.2,6.6,7.3,6.3
Magdalena,2024,1,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,2,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,3,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,4,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,5,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,6,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
